Flow Key,Flow Name,Amount,Unit,Categories,Type,Category,Mass_Equivalent_kg,Energy_Equivalent_MJ,Water_Mass_Equivalent_kg,kg_Factor,MJ_Factor,kg_water_factor,Mass_Water_Equivalent_kg
"('ecoinvent-3.12-biosphere', '83dd3208-1602-5028-b272-74e96c264b4e')",Tebuconazole,1.372213398784415e-13,kilogram,"('water',)",emission,Waste Emissions (W),1.372213398784415e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '456b8003-1508-4000-a53c-752e02023445')",Polychlorinated biphenyls,1.503441593455171e-10,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.503441593455171e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2b2369a4-26bb-4b18-8479-752fdf7a5e7f')",Antimony ion,1.1783873101975968e-07,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),1.1783873101975968e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b10642d6-cd29-4cf0-9ebe-755902c9a3ae')",Myclobutanil,1.7769640215102173e-19,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.7769640215102173e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', '44230d0d-f11f-473e-8b43-75656dcac834')",Thiodicarb,4.513182810023017e-11,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),4.513182810023017e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'cc4879a0-09e1-59de-9232-75782467566e')",Azoxystrobin,1.0851489621027813e-16,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.0851489621027813e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ed0b3e63-0d5f-511c-b5ef-7581c9eb9d8f')",Pronamide,3.7630849576530665e-15,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.7630849576530665e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fa93cd6a-29e2-5527-beb2-759a73f6bebf')",Fludioxonil,1.2457132286036466e-16,kilogram,"('water',)",emission,Waste Emissions (W),1.2457132286036466e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c8aa7588-e463-5b65-bb81-759fc36f547d')",Pinoxaden,2.512275537712246e-17,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.512275537712246e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', '73cba245-5969-4076-8490-75a236073196')","Transformation, from permanent crop, irrigated",2.3882783434855925e-07,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '958f4c12-7cfb-5662-afda-75ac755de94e')",Cyazofamid,1.3616400826484651e-13,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.3616400826484651e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8a17fe0e-a5b7-5ced-9bd2-75bec6a928f0')",Sulfentrazone,1.1739691103465335e-13,kilogram,"('water',)",emission,Waste Emissions (W),1.1739691103465335e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '16addd86-288b-419a-8217-75e4197c5f9d')",Phosphorus trichloride,3.080511629511783e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),3.080511629511783e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '62399986-3e4f-4522-b389-75eed416d838')",Boron,-2.1583696456682575e-09,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),2.1583696456682575e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5bbcdc6d-b1a7-4b63-b625-76060c767de7')",Sodium sulfate,-0.0008487147623726162,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),0.0008487147623726162,,,1.0,,,
"('ecoinvent-3.12-biosphere', '581ddcdf-82b7-4f87-83ee-761a44fea7f7')",Magnesium,2.8107003995442388e-05,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),2.8107003995442388e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9cf3a683-ed3d-40e9-b039-7653e4fc9e20')",Molybdenum VI,-3.727662268648651e-09,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.727662268648651e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '55fa60b0-4964-5981-aba8-765a398814b6')",Bifenazate,3.461775855409928e-15,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.461775855409928e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3184c902-c587-4fd7-bd89-769d3cf30072')",Barium II,0.00010276224869517524,kilogram,"('water', 'ground-, long-term')",emission,Waste Emissions (W),0.00010276224869517524,,,1.0,,,
"('ecoinvent-3.12-biosphere', '6bc58b2a-8d1c-4ebf-a0e7-76bb59ff462a')",Lambda-cyhalothrin,5.521102017927347e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),5.521102017927347e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f681eb3c-854a-4f78-bcfe-76dfbcf9df3c')","2,4-D",2.2903915095371903e-09,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),2.2903915095371903e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '23f4021a-5b2d-4e16-ba87-76e871b32392')",Dimethomorph,4.886599706449852e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),4.886599706449852e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '284d6491-de2c-4124-95db-7732cbb5136c')",Furan,7.909849683185287e-19,kilogram,"('air',)",emission,Waste Emissions (W),7.909849683185287e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e658c385-2df5-575e-aa56-773c85bc6821')",Aclonifen,4.011051130911551e-13,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),4.011051130911551e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '871b6f07-de14-48d4-b4aa-7745872c7e9a')",Sulfur,8.374530377429334e-09,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),8.374530377429334e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a7ce2d61-decb-4076-baf1-774c4039b4e3')",Pentachlorophenol,2.051619291043249e-13,kilogram,"('soil',)",emission,Waste Emissions (W),2.051619291043249e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ff672ad0-fdb3-549c-95ae-7761e52a0f8a')",Thiencarbazone-methyl,1.2679914928501854e-19,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.2679914928501854e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'dc08e010-0bf9-4a36-a1dd-779684c84b3b')","Suspended solids, unspecified",0.00029792177931757806,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),0.00029792177931757806,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c1e943d6-a301-431d-ab72-779b5589deaf')",Propiconazole,1.4554987310622425e-15,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),1.4554987310622425e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b8de5961-4e83-4731-bac1-77a4d01234a4')",Vanadium V,-4.623341214918051e-09,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),4.623341214918051e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3fe03409-76e1-4228-8fd7-77c4c6a0d9f3')",Anthraquinone,-3.258113438679885e-11,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.258113438679885e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '922a7ccf-3338-43ad-bd7e-77d51df051ab')",Acenaphthene,2.081752035396481e-09,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.081752035396481e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a72e7983-329f-4fb7-9b05-77efe97717e4')",Imazapyr,4.884017884298989e-15,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),4.884017884298989e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e336eee7-148a-4d1c-8027-780cbfafa12b')",Copper ion,4.6839238350995946e-07,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),4.6839238350995946e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7a63162b-4ffe-447f-ba52-782d5548b774')",Sodium dichromate,7.3535940607426266e-09,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),7.3535940607426266e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2404b41a-2eed-4e9d-8ab6-783946fdf5d6')",Water,-0.6252558866501039,cubic meter,"('water',)",emission,Waste Emissions (W),,,,,,,
"('ecoinvent-3.12-biosphere', '544dbea9-1d18-44ff-b92b-7866e3baa6dd')",Selenium IV,2.042688249567391e-07,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.042688249567391e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0e1c17ae-8144-4714-a7cd-786a5480f423')",Barium II,1.8663763416652835e-07,kilogram,"('water',)",emission,Waste Emissions (W),1.8663763416652835e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd0431945-ea71-4257-9be6-78a849cd5440')",Cloransulam-methyl,8.635363923833543e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),8.635363923833543e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '65741fb7-292c-530e-8a2d-78b8cf319147')",Pencycuron,4.329136395714746e-18,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.329136395714746e-18,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e070bd24-fd16-4963-8f4d-78bb4c402400')",Tin ion,1.865647526081258e-07,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),1.865647526081258e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '83cf77ca-867b-4eef-b0f0-78d71b3d91d5')",Antimony ion,8.21455256184544e-06,kilogram,"('water', 'ground-, long-term')",emission,Waste Emissions (W),8.21455256184544e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '98693cdf-d9fc-43ed-bfe6-78dfe5742d33')",Iron ion,9.235450265138783e-05,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),9.235450265138783e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e0346157-1f0e-4bf9-b234-78fead761e18')",Acenaphthylene,1.4159190412764494e-12,kilogram,"('air',)",emission,Waste Emissions (W),1.4159190412764494e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'defdf0f1-60f5-592d-a1d7-79113e4cfd6a')",Haloxyfop-P,4.5578551325272904e-20,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.5578551325272904e-20,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f6f5933a-5119-41aa-a5ec-7919706c59f2')","Chlorinated solvents, unspecified",1.5881723905335534e-13,kilogram,"('water',)",emission,Waste Emissions (W),1.5881723905335534e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '01174955-d4f9-4825-9188-791b79abc8e1')",Formamide,1.6603274688311711e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.6603274688311711e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2f6bb945-2e93-4ea8-b3b6-7930c3680486')",Scandium,1.9721713345251666e-09,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.9721713345251666e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ba317646-ea99-4060-838f-7933b10f0033')",Sodium tetrahydridoborate,-3.659840726803256e-15,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),3.659840726803256e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '247ac273-60fa-4e21-9408-793f75fa1d37')",Chlorine,-1.6670722960284163e-07,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.6670722960284163e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'cb751143-5375-5193-831c-796055f9df17')",Clomazone,1.0932312767455766e-14,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.0932312767455766e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e185d5f5-d66c-545c-971e-7964f621754e')",MCPB,3.383275448497537e-14,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),3.383275448497537e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5ce378a0-b48d-471c-977d-79681521efde')",Zinc II,3.7560501995102726e-07,kilogram,"('air',)",emission,Waste Emissions (W),3.7560501995102726e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '836493d4-5c50-4713-b2a8-7979b830c1a5')",Strontium II,7.740165551204822e-05,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),7.740165551204822e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'af8667a5-c017-5f8b-a4f2-79a08080d06d')",Flonicamid,2.6963931454707723e-15,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),2.6963931454707723e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '921cde37-2059-5bd4-9623-79a46c92cf71')",Chlormequat chloride,1.0079018667307366e-16,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.0079018667307366e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '110a04f0-af53-5499-b22e-79b1b91e5a66')",Erbium,3.384872900632362e-10,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),3.384872900632362e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '59ded913-17fe-4b3e-80cb-79b97cdbef9a')","Occupation, pasture, man made",-4.910496056135075e-16,square meter-year,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '8c6d254d-8ef4-5057-acbd-79d5f8166a33')",Fluxapyroxad,3.097585394556846e-17,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),3.097585394556846e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f1c0cd31-8d5e-4bc9-91f6-79e76329234e')",Propionic acid,2.018586295105604e-08,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),2.018586295105604e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '689e884e-9793-5dbb-a77b-79e76d6b5a84')",Quinmerac,4.46808371877758e-20,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.46808371877758e-20,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0b5b83a4-ef85-4db6-a739-79f8e00d5dac')",Azoxystrobin,2.6418523125798925e-11,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.6418523125798925e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ea5d46c7-81dc-53a3-92c1-7a266f6d4a35')",Flupyrsulfuron-methyl sodium,7.508338326074537e-18,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),7.508338326074537e-18,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8f1b69d9-fc00-4b46-99f9-7a57fd71dad2')",Strontium II,-8.842172870080196e-05,kilogram,"('water', 'ground-, long-term')",emission,Waste Emissions (W),8.842172870080196e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2235015a-278d-52c8-b575-7a5f2931b5fd')",Metamitron,2.565473338331559e-16,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),2.565473338331559e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1a5850a0-0069-4b73-bb91-7a61e8d45ae5')",Vanadium V,5.348904849605797e-07,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),5.348904849605797e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '061c7a46-3728-48fa-8240-7a8841e6ca6f')",Acetic acid,8.737635797639827e-09,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),8.737635797639827e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '932d7913-eb64-484c-b2ec-7aae36e29017')",Cyanoacetic acid,3.778992767992106e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),3.778992767992106e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b1e13de6-e0a4-56b6-b096-7ab1171d60e3')",Sylvite,0.06537120445460973,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),0.06537120445460973,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e43a270f-4f88-4789-a0b8-7aba56677743')",Nickel II,-3.575122983989454e-08,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),3.575122983989454e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '53f7bad5-fba1-54ca-94af-7abfbc18d21e')",Thiacloprid,3.306223091114363e-14,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.306223091114363e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '736f52e8-9703-4076-8909-7ae80a7f8005')",Ammonium,4.701321881289707e-06,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),4.701321881289707e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ed1fd27e-014a-41cf-842f-7b2022b0be79')",Vanadium V,-1.2944479828578398e-08,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),1.2944479828578398e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4fde8c19-5560-4fc4-a416-7b244f7439ec')",Metalaxyl-M,6.393170749131082e-13,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),6.393170749131082e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '835d0907-a668-4d92-b6b6-7b56fa343713')",Manganese II,-0.00029299283645760105,kilogram,"('water', 'ground-, long-term')",emission,Waste Emissions (W),0.00029299283645760105,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0fbca534-f355-4477-b29f-7b5fc2fbce64')",Boron,-1.4167017503732005e-09,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),1.4167017503732005e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c77c4a03-677b-5c08-8087-7b87f2cb010a')",Benzovindiflupyr,-4.5990941746315624e-20,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.5990941746315624e-20,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e01a738b-b58e-528d-8d7e-7bc2bd0e0ad1')",Alkylbenzene (c10-c15),7.013361805867961e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),7.013361805867961e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b03642f4-8fa3-44df-ba91-7bcf5677d9a7')",Cadmium II,2.907269536412302e-12,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),2.907269536412302e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '996829cc-2d40-418a-beda-7c50399952f9')",Nitrogen,1.0410353950919359e-05,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),1.0410353950919359e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b397980f-62a4-4b0f-a05c-7c5c0e634aec')",Pyrene,2.140638410913841e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.140638410913841e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fea6831b-cc85-58f4-8936-7c61fd4c0054')",Maleic hydrazide,5.797500223789035e-14,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),5.797500223789035e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '142ce3b0-4bd6-47a3-9991-7c657c947ffe')",Furan,1.3468025414986127e-08,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.3468025414986127e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '38a622c6-f086-4763-a952-7c6b3b1c42ba')","1,4-Butanediol",6.760152943769823e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),6.760152943769823e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '96f0a692-ddb9-4a4c-8236-7c943929653d')",Caesium I,8.382563770290652e-09,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),8.382563770290652e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '921ddc9c-6898-4ad0-a00d-7c9add941c85')",Allyl chloride,1.293439514397352e-08,kilogram,"('water',)",emission,Waste Emissions (W),1.293439514397352e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '57c71b25-4663-4fad-9167-7ce5be3e8268')","Energy, kinetic (in wind), converted",-3.768364195336611,megajoule,"('natural resource', 'in air')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '831f249e-53f2-49cf-a93c-7cee105f048e')","Water, unspecified natural origin",0.0022802280617569078,cubic meter,"('natural resource', 'in water')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '35357464-0d86-4bbd-940f-7d0dd8e5df57')",Benzo(b)fluoranthene,1.64527986293211e-14,kilogram,"('air',)",emission,Waste Emissions (W),1.64527986293211e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7da26881-518f-4b1b-87bf-7d1f633a7c1a')",Thallium I,1.6009743435685334e-10,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),1.6009743435685334e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a4550604-95b4-5226-a87c-7d3fba511b41')",Mesosulfuron,4.3130024909605776e-14,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),4.3130024909605776e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd051c442-f206-4d70-844d-7d44dbbc3d8e')","2,4-DB",-8.461292021413208e-13,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),8.461292021413208e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'cf88e72e-13bc-416c-ac41-7d4b24bda86a')",Lithium I,2.9644761848214366e-06,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),2.9644761848214366e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c9a8073a-8a19-5b9b-a120-7d549563b67b')",Hydrochloric acid,2.6498021973476514e-06,kilogram,"('air',)",emission,Waste Emissions (W),2.6498021973476514e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4f6390e3-bca5-4d3b-aead-7d63f2534440')",Mancozeb,1.759468787951309e-08,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.759468787951309e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd42cf485-e4e1-4f13-8d6c-7d8b8a3903df')",Phenanthrene,2.3571380569060487e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.3571380569060487e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ee7b9d2a-a8d7-4df3-ad61-7dd51a39480d')",Silicon tetrafluoride,6.49060097363942e-10,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),6.49060097363942e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b88999ec-84fd-462d-9dec-7e20a4636a58')",Zinc II,3.84962309517306e-06,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),3.84962309517306e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '365010c0-d4dd-4281-a1a7-7e2302c4105f')",Orbencarb,1.7445937839495245e-09,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.7445937839495245e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '183aa819-941d-48b4-9d47-7e725d1813bb')",Nitrobenzene,8.511724204977435e-09,kilogram,"('water',)",emission,Waste Emissions (W),8.511724204977435e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '310a744b-7a1a-5b7a-a68b-7e85de9d8a20')",Azoxystrobin,1.261095075363012e-12,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.261095075363012e-12,,,1.0,,,
